,userid,itemid,labels
61573,798,1270,1
61574,505,692,1
61575,534,331,1
61576,854,1077,1
61577,864,134,1
61578,749,88,1
61579,535,708,1
61580,354,209,1
61581,802,687,1
61582,862,181,1
61583,543,1199,1
61584,455,237,1
61585,495,232,1
61586,640,70,1
61587,821,15,1
61588,470,1134,1
61589,293,152,1
61590,883,311,1
61591,682,96,1
61592,593,200,1
61593,843,193,1
61594,711,1446,1
61595,761,127,1
61596,243,111,1
61597,200,378,1
61598,859,276,1
61599,458,187,1
61600,710,504,1
61601,567,195,1
61602,503,213,1
61603,711,219,1
61604,514,50,1
61605,692,328,1
61606,883,50,1
61607,716,102,1
61608,457,401,1
61609,594,483,1
61610,851,31,1
61611,740,286,1
61612,194,179,1
61613,423,322,1
61614,87,188,1
61615,249,144,1
61616,343,555,1
61617,308,200,1
61618,866,321,1
61619,490,127,1
61620,409,14,1
61621,788,200,1
61622,788,549,1
61623,782,268,1
61624,380,729,1
61625,424,1,1
61626,94,1045,1
61627,87,801,1
61628,316,192,1
61629,299,435,1
61630,851,772,1
61631,213,55,1
61632,747,481,1
61633,697,876,1
61634,587,880,1
61635,749,110,1
61636,537,713,1
61637,742,13,1
61638,864,219,1
61639,778,161,1
61640,637,275,1
61641,450,416,1
61642,664,276,1
61643,292,115,1
61644,747,923,1
61645,747,428,1
61646,343,510,1
61647,146,327,1
61648,846,659,1
61649,586,566,1
61650,805,550,1
61651,640,354,1
61652,847,225,1
61653,840,705,1
61654,796,233,1
61655,774,77,1
61656,405,1062,1
61657,735,124,1
61658,682,58,1
61659,514,587,1
61660,704,497,1
61661,717,846,1
61662,345,744,1
61663,796,2,1
61664,579,169,1
61665,486,995,1
61666,597,1,1
61667,838,249,1
61668,804,639,1
61669,445,302,1
61670,43,169,1
61671,769,831,1
61672,504,526,1
61673,561,50,1
61674,744,23,1
61675,425,355,1
61676,749,484,1
61677,666,709,1
61678,709,628,1
61679,435,790,1
61680,488,527,1
61681,807,505,1
61682,71,514,1
61683,291,773,1
61684,624,24,1
61685,733,129,1
61686,561,286,1
61687,836,216,1
61688,880,181,1
61689,50,547,1
61690,207,316,1
61691,659,13,1
61692,880,783,1
61693,347,137,1
61694,111,321,1
61695,42,86,1
61696,393,298,1
61697,717,1137,1
61698,216,747,1
61699,793,815,1
61700,850,173,1
61701,713,362,1
61702,886,175,1
61703,880,508,1
61704,385,47,1
61705,424,882,1
61706,880,721,1
61707,482,288,1
61708,634,127,1
61709,804,1285,1
61710,343,235,1
61711,749,1051,1
61712,655,1257,1
61713,854,289,1
61714,684,376,1
61715,56,280,1
61716,871,1197,1
61717,758,1052,1
61718,7,610,1
61719,805,343,1
61720,294,286,1
61721,640,338,1
61722,378,14,1
61723,486,924,1
61724,423,282,1
61725,580,748,1
61726,882,409,1
61727,668,538,1
61728,825,286,1
61729,757,210,1
61730,339,145,1
61731,398,56,1
61732,447,582,1
61733,222,455,1
61734,548,203,1
61735,433,358,1
61736,871,1119,1
61737,758,183,1
61738,883,135,1
61739,630,252,1
61740,280,619,1
61741,838,1005,1
61742,675,1007,1
61743,632,168,1
61744,736,1388,1
61745,207,692,1
61746,865,597,1
61747,751,3,1
61748,679,531,1
61749,601,238,1
61750,833,28,1
61751,591,25,1
61752,807,633,1
61753,523,412,1
61754,721,581,1
61755,392,663,1
61756,805,455,1
61757,332,840,1
61758,833,518,1
61759,201,58,1
61760,284,270,1
61761,243,283,1
61762,773,792,1
61763,640,304,1
61764,595,325,1
61765,509,343,1
61766,280,218,1
61767,222,356,1
61768,201,268,1
61769,516,431,1
61770,300,294,1
61771,655,730,1
61772,705,22,1
61773,502,261,1
61774,650,1035,1
61775,618,609,1
61776,540,220,1
61777,230,162,1
61778,486,1379,1
61779,863,902,1
61780,790,722,1
61781,763,961,1
61782,505,1409,1
61783,779,300,1
61784,525,257,1
61785,303,1407,1
61786,611,752,1
61787,26,475,1
61788,592,1048,1
61789,268,718,1
61790,758,122,1
61791,749,257,1
61792,303,73,1
61793,537,1084,1
61794,880,755,1
61795,529,749,1
61796,189,742,1
61797,837,237,1
61798,297,28,1
61799,758,489,1
61800,495,120,1
61801,864,892,1
61802,747,71,1
61803,880,1016,1
61804,167,493,1
61805,727,431,1
61806,338,498,1
61807,279,1072,1
61808,860,303,1
61809,790,111,1
61810,766,208,1
61811,749,523,1
61812,538,4,1
61813,846,132,1
61814,328,689,1
61815,207,871,1
61816,551,468,1
61817,514,648,1
61818,877,515,1
61819,866,306,1
61820,666,137,1
61821,670,949,1
61822,790,358,1
61823,325,1018,1
61824,796,873,1
61825,77,173,1
61826,512,258,1
61827,883,407,1
61828,291,774,1
61829,145,155,1
61830,44,109,1
61831,690,684,1
61832,716,965,1
61833,846,186,1
61834,851,109,1
61835,823,196,1
61836,414,748,1
61837,373,645,1
61838,711,1115,1
61839,868,448,1
61840,846,83,1
61841,429,214,1
61842,447,866,1
61843,18,143,1
61844,795,173,1
61845,884,275,1
61846,537,924,1
61847,846,92,1
61848,495,94,1
61849,877,274,1
61850,782,948,1
61851,823,140,1
61852,843,121,1
61853,642,202,1
61854,854,405,1
61855,883,867,1
61856,846,1168,1
61857,745,507,1
61858,796,810,1
61859,332,431,1
61860,405,47,1
61861,813,259,1
61862,764,14,1
61863,758,420,1
61864,738,229,1
61865,270,86,1
61866,648,423,1
61867,198,447,1
61868,450,417,1
61869,514,49,1
61870,666,222,1
61871,532,186,1
61872,870,48,1
61873,568,224,1
61874,621,80,1
61875,650,402,1
61876,620,623,1
61877,301,429,1
61878,380,228,1
61879,417,723,1
61880,716,946,1
61881,885,1311,1
61882,378,1438,1
61883,864,22,1
61884,743,338,1
61885,92,408,1
61886,398,692,1
61887,468,216,1
61888,828,61,1
61889,843,97,1
61890,286,821,1
61891,354,305,1
61892,624,15,1
61893,151,125,1
61894,708,596,1
61895,643,566,1
61896,840,462,1
61897,499,486,1
61898,587,243,1
61899,70,820,1
61900,741,290,1
61901,543,22,1
61902,655,789,1
61903,742,15,1
61904,748,517,1
61905,883,72,1
61906,665,432,1
61907,445,979,1
61908,557,268,1
61909,541,542,1
61910,645,268,1
61911,643,356,1
61912,648,831,1
61913,291,1248,1
61914,617,670,1
61915,854,1197,1
61916,653,258,1
61917,871,177,1
61918,82,87,1
61919,793,1187,1
61920,56,410,1
61921,59,151,1
61922,864,722,1
61923,833,675,1
61924,437,79,1
61925,472,161,1
61926,738,89,1
61927,747,736,1
61928,840,497,1
61929,699,880,1
61930,100,895,1
61931,130,196,1
61932,804,702,1
61933,849,288,1
61934,648,484,1
61935,637,866,1
61936,534,475,1
61937,860,211,1
61938,884,9,1
61939,75,460,1
61940,868,160,1
61941,435,230,1
61942,487,48,1
61943,704,347,1
61944,716,81,1
61945,665,423,1
61946,711,845,1
61947,870,663,1
61948,746,144,1
61949,383,479,1
61950,554,31,1
61951,655,1265,1
61952,778,234,1
61953,583,513,1
61954,848,209,1
61955,676,22,1
61956,854,268,1
61957,622,204,1
61958,655,55,1
61959,826,820,1
61960,428,886,1
61961,774,758,1
61962,879,237,1
61963,660,239,1
61964,618,582,1
61965,398,196,1
61966,796,197,1
61967,436,1028,1
61968,303,564,1
61969,643,505,1
61970,275,164,1
61971,840,945,1
61972,422,867,1
61973,200,951,1
61974,297,498,1
61975,666,133,1
61976,885,210,1
61977,699,978,1
61978,821,132,1
61979,846,708,1
61980,727,636,1
61981,535,496,1
61982,883,516,1
61983,682,67,1
61984,672,269,1
61985,884,269,1
61986,727,1042,1
61987,505,568,1
61988,673,315,1
61989,882,515,1
61990,788,271,1
61991,92,452,1
61992,399,9,1
61993,656,270,1
61994,429,411,1
61995,250,234,1
61996,881,601,1
61997,655,786,1
61998,727,928,1
61999,707,135,1
62000,872,106,1
62001,682,217,1
62002,327,184,1
62003,827,272,1
62004,95,1116,1
62005,450,483,1
62006,692,294,1
62007,690,496,1
62008,824,321,1
62009,788,56,1
62010,805,142,1
62011,84,477,1
62012,593,255,1
62013,764,696,1
62014,566,170,1
62015,885,405,1
62016,731,320,1
62017,798,62,1
62018,871,895,1
62019,130,95,1
62020,682,1084,1
62021,889,72,1
62022,566,419,1
62023,751,785,1
62024,721,111,1
62025,564,1034,1
62026,102,751,1
62027,830,50,1
62028,201,211,1
62029,852,597,1
62030,25,173,1
62031,243,285,1
62032,870,42,1
62033,138,209,1
62034,642,942,1
62035,788,432,1
62036,519,328,1
62037,747,216,1
62038,851,10,1
62039,592,885,1
62040,615,678,1
62041,465,100,1
62042,286,1101,1
62043,717,597,1
62044,889,659,1
62045,409,485,1
62046,862,230,1
62047,222,575,1
62048,298,210,1
62049,303,595,1
62050,399,241,1
62051,755,327,1
62052,591,196,1
62053,786,418,1
62054,488,182,1
62055,617,170,1
62056,843,1411,1
62057,397,318,1
62058,624,473,1
62059,710,268,1
62060,664,191,1
62061,782,258,1
62062,648,112,1
62063,577,173,1
62064,339,167,1
62065,672,275,1
62066,645,664,1
62067,838,385,1
62068,749,571,1
62069,1,191,1
62070,813,877,1
62071,279,364,1
62072,504,240,1
62073,669,1,1
62074,647,231,1
62075,833,444,1
62076,181,122,1
62077,126,678,1
62078,515,905,1
62079,676,1483,1
62080,600,385,1
62081,847,473,1
62082,391,76,1
62083,851,290,1
62084,698,511,1
62085,804,528,1
62086,536,141,1
62087,804,1074,1
62088,464,1025,1
62089,497,472,1
62090,385,1014,1
62091,230,22,1
62092,792,100,1
62093,774,2,1
62094,8,11,1
62095,590,237,1
62096,537,96,1
62097,102,294,1
62098,863,333,1
62099,48,215,1
62100,889,134,1
62101,647,88,1
62102,184,640,1
62103,886,819,1
62104,860,514,1
62105,109,282,1
62106,535,499,1
62107,601,508,1
62108,798,444,1
62109,622,674,1
62110,761,291,1
62111,838,179,1
62112,601,591,1
62113,865,245,1
62114,772,288,1
62115,386,127,1
62116,552,1047,1
62117,642,1047,1
62118,423,678,1
62119,889,160,1
62120,852,289,1
62121,307,64,1
62122,878,949,1
62123,334,73,1
62124,833,919,1
62125,378,707,1
62126,288,269,1
62127,592,48,1
62128,382,482,1
62129,201,1267,1
62130,59,89,1
62131,330,963,1
62132,766,212,1
62133,203,890,1
62134,771,709,1
62135,768,628,1
62136,845,313,1
62137,676,168,1
62138,863,315,1
62139,15,125,1
62140,699,1013,1
62141,854,382,1
62142,545,194,1
62143,881,790,1
62144,787,880,1
62145,435,928,1
62146,862,147,1
62147,561,428,1
62148,622,70,1
62149,774,515,1
62150,416,1189,1
62151,836,496,1
62152,698,625,1
62153,488,526,1
62154,125,153,1
62155,787,342,1
62156,659,69,1
62157,474,607,1
62158,889,654,1
62159,532,431,1
62160,747,347,1
62161,552,294,1
62162,505,190,1
62163,786,69,1
62164,459,676,1
62165,313,238,1
62166,604,443,1
62167,868,1035,1
62168,774,577,1
62169,409,879,1
62170,347,177,1
62171,747,409,1
62172,621,686,1
62173,409,714,1
62174,699,1011,1
62175,537,230,1
62176,749,133,1
62177,704,632,1
62178,425,879,1
62179,436,506,1
62180,59,69,1
62181,788,823,1
62182,244,214,1
62183,592,93,1
62184,551,71,1
62185,233,89,1
62186,566,191,1
62187,387,475,1
62188,782,1226,1
62189,452,530,1
62190,712,433,1
62191,581,515,1
62192,694,521,1
62193,22,127,1
62194,385,1495,1
62195,807,380,1
62196,363,65,1
62197,823,87,1
62198,609,877,1
62199,831,100,1
62200,782,1105,1
62201,610,283,1
62202,874,306,1
62203,886,781,1
62204,621,183,1
62205,532,520,1
62206,782,286,1
62207,749,496,1
62208,545,890,1
62209,782,989,1
62210,833,1016,1
62211,659,134,1
62212,474,657,1
62213,270,268,1
62214,889,65,1
62215,870,568,1
62216,879,282,1
62217,762,875,1
62218,450,505,1
62219,707,536,1
62220,862,1093,1
62221,638,685,1
62222,848,151,1
62223,429,88,1
62224,740,294,1
62225,868,265,1
62226,806,485,1
62227,731,588,1
62228,399,1396,1
62229,828,1153,1
62230,764,173,1
62231,666,319,1
62232,290,135,1
62233,214,960,1
62234,334,258,1
62235,577,64,1
62236,177,324,1
62237,402,9,1
62238,413,147,1
62239,684,274,1
62240,846,702,1
62241,679,143,1
62242,615,216,1
62243,632,50,1
62244,542,871,1
62245,694,1221,1
62246,751,95,1
62247,663,872,1
62248,561,474,1
62249,361,176,1
62250,720,1176,1
62251,489,750,1
62252,837,13,1
62253,257,61,1
62254,823,433,1
62255,296,181,1
62256,829,237,1
62257,592,178,1
62258,848,234,1
62259,862,491,1
62260,405,446,1
62261,885,428,1
62262,877,286,1
62263,486,1598,1
62264,867,318,1
62265,773,217,1
62266,436,1053,1
62267,889,58,1
62268,716,473,1
62269,477,294,1
62270,847,926,1
62271,774,56,1
62272,23,522,1
62273,345,118,1
62274,735,106,1
62275,884,322,1
62276,582,1033,1
62277,675,891,1
62278,435,22,1
62279,766,1126,1
62280,846,398,1
62281,215,552,1
62282,244,1467,1
62283,739,1431,1
62284,886,68,1
62285,378,381,1
62286,459,651,1
62287,748,222,1
62288,457,183,1
62289,802,672,1
62290,805,167,1
62291,650,420,1
62292,881,222,1
62293,179,1234,1
62294,883,239,1
62295,654,239,1
62296,878,172,1
62297,892,134,1
62298,44,133,1
62299,711,170,1
62300,848,1118,1
62301,328,720,1
62302,580,15,1
62303,234,238,1
62304,867,96,1
62305,298,333,1
62306,497,12,1
62307,119,82,1
62308,789,293,1
62309,709,405,1
62310,151,44,1
62311,380,515,1
62312,527,603,1
62313,758,546,1
62314,805,174,1
62315,789,9,1
62316,768,591,1
62317,857,300,1
62318,643,98,1
62319,694,492,1
62320,483,257,1
62321,712,1053,1
62322,606,969,1
62323,828,286,1
62324,872,597,1
62325,263,520,1
62326,577,7,1
62327,650,316,1
62328,843,23,1
62329,458,736,1
62330,271,48,1
62331,850,300,1
62332,758,547,1
62333,383,478,1
62334,397,109,1
62335,567,246,1
62336,763,209,1
62337,518,106,1
62338,661,433,1
62339,796,487,1
62340,393,463,1
62341,532,82,1
62342,313,514,1
62343,256,595,1
62344,653,425,1
62345,862,64,1
62346,630,310,1
62347,850,210,1
62348,804,679,1
62349,710,496,1
62350,413,286,1
62351,339,170,1
62352,450,528,1
62353,881,1124,1
62354,833,696,1
62355,566,122,1
62356,292,486,1
62357,880,228,1
62358,326,53,1
62359,119,288,1
62360,557,337,1
62361,663,1009,1
62362,489,339,1
62363,267,715,1
62364,743,303,1
62365,868,73,1
62366,886,147,1
62367,436,72,1
62368,524,216,1
62369,154,222,1
62370,251,535,1
62371,890,118,1
62372,787,245,1
62373,334,244,1
62374,600,679,1
62375,561,1018,1
62376,851,588,1
62377,892,273,1
62378,798,953,1
62379,833,628,1
62380,886,235,1
62381,491,237,1
62382,457,51,1
62383,178,246,1
62384,592,1143,1
62385,401,371,1
62386,676,9,1
62387,128,381,1
62388,699,1028,1
62389,870,255,1
62390,618,735,1
62391,234,663,1
62392,327,684,1
62393,889,168,1
62394,354,735,1
62395,534,243,1
62396,643,114,1
62397,80,483,1
62398,268,286,1
62399,435,1291,1
62400,224,980,1
62401,522,11,1
62402,889,762,1
62403,823,53,1
62404,739,661,1
62405,889,246,1
62406,669,194,1
62407,792,1197,1
62408,881,441,1
62409,773,531,1
62410,893,56,1
62411,843,625,1
62412,825,275,1
62413,692,763,1
62414,757,232,1
62415,825,122,1
62416,798,66,1
62417,452,237,1
62418,747,73,1
62419,703,628,1
62420,440,340,1
62421,290,405,1
62422,625,254,1
62423,885,1,1
62424,650,137,1
62425,838,96,1
62426,841,754,1
62427,783,264,1
62428,887,931,1
62429,592,544,1
62430,613,632,1
62431,886,233,1
62432,826,288,1
62433,863,1024,1
62434,653,366,1
62435,615,509,1
62436,727,174,1
62437,843,674,1
62438,489,324,1
62439,781,205,1
62440,756,1,1
62441,655,653,1
62442,854,505,1
62443,848,755,1
62444,314,132,1
62445,859,421,1
62446,882,204,1
62447,650,380,1
62448,526,277,1
62449,269,135,1
62450,881,13,1
62451,848,172,1
62452,537,76,1
62453,851,307,1
62454,664,528,1
62455,130,453,1
62456,663,123,1
62457,542,235,1
62458,648,619,1
62459,854,223,1
62460,798,163,1
62461,883,224,1
62462,891,546,1
62463,894,15,1
62464,303,554,1
62465,758,294,1
62466,321,197,1
62467,868,358,1
62468,347,174,1
62469,113,127,1
62470,867,174,1
62471,798,173,1
62472,886,160,1
62473,392,300,1
62474,399,99,1
62475,192,100,1
62476,634,331,1
62477,773,403,1
62478,771,1129,1
62479,821,213,1
62480,450,570,1
62481,87,94,1
62482,90,1045,1
62483,751,193,1
62484,174,1311,1
62485,741,673,1
62486,655,49,1
62487,593,471,1
62488,805,86,1
62489,758,123,1
62490,854,86,1
62491,747,1456,1
62492,608,269,1
62493,472,796,1
62494,437,170,1
62495,524,815,1
62496,314,722,1
62497,630,240,1
62498,868,109,1
62499,660,491,1
62500,783,269,1
62501,145,636,1
62502,748,237,1
62503,805,101,1
62504,412,24,1
62505,463,887,1
62506,617,646,1
62507,724,682,1
62508,653,70,1
62509,453,204,1
62510,555,340,1
62511,454,193,1
62512,893,147,1
62513,500,77,1
62514,805,212,1
62515,642,1146,1
62516,792,831,1
62517,810,331,1
62518,630,735,1
62519,749,87,1
62520,892,781,1
62521,889,819,1
62522,829,213,1
62523,766,639,1
62524,804,1028,1
62525,868,183,1
62526,286,931,1
62527,846,180,1
62528,846,317,1
62529,880,1291,1
62530,664,50,1
62531,666,286,1
62532,575,96,1
62533,7,573,1
62534,492,221,1
62535,22,926,1
62536,894,888,1
62537,354,83,1
62538,883,665,1
62539,880,396,1
62540,798,795,1
62541,435,571,1
62542,894,405,1
62543,860,294,1
62544,551,7,1
62545,805,771,1
62546,638,195,1
62547,578,222,1
62548,661,71,1
62549,215,87,1
62550,796,198,1
62551,754,359,1
62552,870,603,1
62553,69,172,1
62554,65,64,1
62555,405,198,1
62556,383,58,1
62557,716,265,1
62558,566,110,1
62559,854,1086,1
62560,881,89,1
62561,847,372,1
62562,752,306,1
62563,95,381,1
62564,561,209,1
62565,749,742,1
62566,601,405,1
62567,761,235,1
62568,625,238,1
62569,243,157,1
62570,224,553,1
62571,882,173,1
62572,716,632,1
62573,737,96,1
62574,881,1046,1
62575,840,48,1
62576,375,773,1
62577,425,522,1
62578,417,252,1
62579,854,603,1
62580,468,12,1
62581,880,72,1
62582,854,928,1
62583,648,227,1
62584,27,288,1
62585,778,98,1
62586,458,632,1
62587,174,724,1
62588,731,69,1
62589,579,732,1
62590,882,140,1
62591,11,372,1
62592,541,627,1
62593,846,755,1
62594,439,276,1
62595,854,22,1
62596,891,117,1
62597,790,98,1
62598,312,14,1
62599,788,693,1
62600,447,410,1
62601,802,443,1
62602,186,159,1
62603,200,449,1
62604,445,1143,1
62605,561,200,1
62606,781,204,1
62607,412,684,1
62608,864,966,1
62609,796,271,1
62610,877,60,1
62611,7,379,1
62612,102,55,1
62613,394,158,1
62614,645,513,1
62615,846,770,1
62616,847,1160,1
62617,686,451,1
62618,848,899,1
62619,881,294,1
62620,530,333,1
62621,815,596,1
62622,846,228,1
62623,867,258,1
62624,890,98,1
62625,780,526,1
62626,177,181,1
62627,543,233,1
62628,455,123,1
62629,627,713,1
62630,806,1071,1
62631,1,4,1
62632,405,526,1
62633,865,169,1
62634,715,376,1
62635,854,250,1
62636,313,82,1
62637,255,324,1
62638,692,168,1
62639,882,71,1
62640,629,655,1
62641,883,561,1
62642,561,539,1
62643,753,134,1
62644,60,501,1
62645,468,118,1
62646,537,646,1
62647,506,1407,1
62648,537,382,1
62649,1,263,1
62650,214,98,1
62651,671,257,1
62652,857,14,1
62653,892,151,1
62654,312,507,1
62655,796,9,1
62656,871,1385,1
62657,868,173,1
62658,804,188,1
62659,784,754,1
62660,90,270,1
62661,566,155,1
62662,42,71,1
62663,389,211,1
62664,393,1044,1
62665,456,403,1
62666,878,655,1
62667,145,227,1
62668,821,357,1
62669,741,496,1
62670,887,1012,1
62671,524,823,1
62672,863,303,1
62673,406,507,1
62674,551,461,1
62675,588,63,1
62676,870,386,1
62677,796,1101,1
62678,660,405,1
62679,840,529,1
62680,577,79,1
62681,655,209,1
62682,705,849,1
62683,484,449,1
62684,749,808,1
62685,474,490,1
62686,387,289,1
62687,559,515,1
62688,605,69,1
62689,559,144,1
62690,788,1,1
62691,468,471,1
62692,804,719,1
62693,402,117,1
62694,767,222,1
62695,751,849,1
62696,296,483,1
62697,545,426,1
62698,867,252,1
62699,696,1062,1
62700,666,544,1
62701,222,1220,1
